url_id,domain,url_length,has_https,ssl_valid,domain_age_days,subdomain_count,special_characters,external_links,forms_count,popup_windows,iframe_usage,redirects_count,suspicious_keywords,favicon_different_domain,dns_record_exists,reported_phishing_count,is_phishing
URL_00677,he9i0hn3f.info,87,True,False,99,2,18,11,2,True,True,5,5,True,False,58,1
URL_00678,github.com,27,False,False,3072,0,4,4,2,True,True,0,0,False,True,0,0
URL_00679,github.com,41,True,True,2676,0,2,4,2,False,False,0,0,False,True,0,0
URL_00680,microsoft.com,25,True,True,2915,2,1,7,1,True,False,2,0,False,True,0,0
URL_00681,google.com,26,True,True,4507,0,4,4,0,False,False,0,0,False,True,0,0
URL_00682,4jvk8c4nanpinxt.xyz,121,False,False,127,0,7,16,2,False,False,3,2,True,False,39,1
URL_00683,google.com,36,True,True,4260,2,3,4,1,False,False,1,0,False,True,0,0
URL_00684,stackoverflow.com,29,True,True,3865,0,4,3,2,False,False,1,0,False,True,1,0
URL_00685,761m3j1ha0w52.com,120,True,False,29,6,15,13,3,False,True,6,2,True,False,52,1
URL_00686,t87k9tpz1.xyz,125,False,False,37,2,18,12,5,False,True,2,7,False,True,48,1
URL_00687,8q9i6kyj91.xyz,114,False,False,125,3,14,21,6,True,True,3,4,True,False,56,1
URL_00688,ubjjjx1alx44p.com,136,False,False,65,4,11,25,3,True,True,5,6,True,False,46,1
URL_00689,abmwuouc6t8pj2j.ga,68,False,False,169,1,17,8,1,False,True,7,3,True,False,42,1
URL_00690,ig5xixgspl.cf,64,True,False,54,3,15,21,4,True,True,7,5,False,False,53,1
URL_00691,facebook.com,38,True,False,1066,0,3,8,0,False,False,1,0,False,True,1,0
URL_00692,google.com,40,False,False,1172,0,3,6,4,False,False,0,0,False,True,0,0
URL_00693,apple.com,31,True,True,4974,1,4,12,2,False,False,0,0,False,True,1,0
URL_00694,a44tbidsechu.ml,68,False,False,156,1,8,14,1,True,True,8,6,True,False,46,1
URL_00695,microsoft.com,43,True,True,2769,1,3,4,2,False,True,0,0,False,True,0,0
URL_00696,twitter.com,32,False,False,2927,0,2,4,1,False,False,0,0,False,True,0,0
URL_00697,fl2moxq9wfb7.com,86,False,False,67,2,8,8,2,False,False,4,5,False,False,45,1
URL_00698,v3s2sumh3.com,123,False,False,178,3,18,9,1,False,False,3,4,True,False,50,1
URL_00699,amazon.com,49,True,False,1581,0,4,0,1,False,True,0,0,False,True,0,0
URL_00700,1x889u9w0te52v.cf,104,False,False,7,2,5,14,3,True,False,5,4,False,False,60,1
URL_00701,lhu6l29il9yq8oc.cf,106,True,True,80,2,12,4,3,False,True,2,8,True,False,49,1
URL_00702,6xvqpu3et.ml,140,True,False,177,1,13,18,2,False,True,5,4,True,True,54,1
URL_00703,youtube.com,59,True,True,4442,0,2,2,0,False,False,0,0,False,True,1,0
URL_00704,v2meosfr5h.org,107,False,False,70,0,12,28,1,False,True,3,3,True,False,49,1
URL_00705,aejt70ebpy9e576.tk,104,False,False,19,5,17,8,2,True,True,6,9,True,False,50,1
URL_00706,amazon.com,48,True,True,2138,2,4,2,0,False,False,1,0,False,True,2,0
URL_00707,twitter.com,55,True,True,3154,0,3,8,3,False,False,0,0,False,True,2,0
URL_00708,stackoverflow.com,20,True,True,551,0,1,3,3,False,False,0,0,False,True,0,0
URL_00709,facebook.com,48,True,False,4149,0,4,8,0,False,True,3,0,False,True,0,0
URL_00710,apple.com,59,True,True,4717,0,1,1,2,True,False,2,0,False,True,1,0
URL_00711,m3mvdzc78.ml,134,True,False,98,4,18,29,7,True,True,3,4,False,False,55,1
URL_00712,0p1z00v3sfavyql.org,62,False,False,129,0,6,19,3,True,True,5,4,True,True,49,1
URL_00713,8dkmu6u4pllg.org,136,True,False,151,4,9,12,4,False,True,5,7,True,False,61,1
URL_00714,309hsuwd.xyz,112,False,False,69,5,11,17,1,True,True,6,9,True,False,41,1
URL_00715,ejp5k7917x.org,140,False,False,24,0,14,15,2,False,True,5,3,True,True,47,1
URL_00716,h41a68t2a.com,127,False,False,99,3,16,15,2,True,True,2,1,True,True,51,1
URL_00717,h7u0s3kdz4ppj.org,144,False,False,83,3,6,7,0,False,False,4,5,True,False,51,1
URL_00718,apple.com,45,True,True,3389,2,1,6,1,False,False,1,0,False,True,1,0
URL_00719,820icfmq0.net,61,False,False,123,1,9,16,4,True,True,3,3,True,True,49,1
URL_00720,linkedin.com,36,True,True,2778,0,3,4,0,False,False,0,0,False,True,0,0
URL_00721,google.com,32,True,True,2824,0,3,4,1,False,True,0,0,False,True,2,0
URL_00722,twitter.com,53,True,True,4952,0,2,7,1,False,False,0,0,False,True,0,0
URL_00723,72l4x5bwa.org,132,True,False,74,5,19,12,2,True,False,9,5,True,False,57,1
URL_00724,5hhqrgrewds0hp.ga,92,False,False,52,2,11,10,3,False,True,3,9,True,True,39,1
URL_00725,stackoverflow.com,27,True,True,4898,1,4,5,0,False,False,2,0,False,True,1,0
URL_00726,zbywwimt854.xyz,105,False,False,136,0,14,13,2,False,True,2,5,True,False,47,1
URL_00727,rwvtkh861pqipg8.net,85,False,False,75,4,9,12,3,True,True,4,9,True,False,48,1
URL_00728,linkedin.com,50,True,False,4578,0,3,2,0,False,False,0,0,False,True,0,0
URL_00729,z1r2roiks62c1j.tk,145,False,False,96,1,18,17,2,False,True,4,9,True,True,40,1
URL_00730,twitter.com,28,True,True,622,0,1,6,2,False,False,0,0,False,True,2,0
URL_00731,twitter.com,44,False,False,778,1,3,3,1,False,False,0,0,False,True,1,0
URL_00732,pjbrhwbqh5t2d8v.org,88,False,False,45,2,14,18,3,True,True,1,7,True,False,51,1
URL_00733,youtube.com,39,True,True,3106,0,4,7,1,False,True,0,0,False,True,2,0
URL_00734,stackoverflow.com,20,True,True,2925,1,3,8,0,False,True,0,0,False,True,0,0
URL_00735,google.com,44,True,True,4836,0,4,7,1,False,False,1,0,False,True,0,0
URL_00736,google.com,53,True,True,1680,1,1,5,1,False,True,0,0,False,True,0,0
URL_00737,twitter.com,58,True,True,3514,0,3,6,1,False,False,0,0,False,True,1,0
URL_00738,microsoft.com,33,False,False,4980,0,3,6,1,False,False,0,0,False,True,3,0
URL_00739,linkedin.com,20,True,True,2866,2,2,7,1,False,True,1,0,False,True,0,0
URL_00740,linkedin.com,40,True,True,1182,0,3,5,0,False,False,0,0,False,True,2,0
URL_00741,xsnhft4i2.tk,142,True,False,39,4,19,22,1,False,False,4,6,True,False,48,1
URL_00742,linkedin.com,48,True,True,1625,0,2,9,2,False,False,1,0,True,False,1,0
URL_00743,twitter.com,22,True,False,3473,0,2,4,3,False,False,0,0,False,True,0,0
URL_00744,facebook.com,55,True,False,2402,0,4,10,2,False,False,0,0,False,True,1,0
URL_00745,stackoverflow.com,36,False,False,3083,0,2,3,1,True,False,1,0,False,True,0,0
URL_00746,facebook.com,35,True,True,2453,0,3,7,0,False,False,0,0,False,True,3,0
URL_00747,google.com,49,True,True,2811,0,4,4,2,True,False,1,0,False,True,3,0
URL_00748,google.com,40,True,True,4621,1,1,8,0,True,False,0,0,False,True,2,0
URL_00749,google.com,25,True,True,1497,0,4,4,0,False,False,0,0,False,True,0,0
URL_00750,s2bkawyb0.ml,118,True,False,117,4,12,17,3,True,True,4,4,True,False,47,1
URL_00751,e0jdcz1oa3vf02.info,116,False,False,67,2,18,10,1,True,True,7,5,True,True,51,1
URL_00752,2p0kqd8unpio.xyz,61,False,False,140,2,16,13,2,True,True,4,1,True,True,51,1
URL_00753,kzsn9081zqua1qr.net,109,False,False,46,3,12,10,2,True,True,5,6,True,False,44,1
URL_00754,apple.com,23,True,True,2825,0,2,5,0,False,False,0,0,False,True,0,0
URL_00755,linkedin.com,44,False,False,3696,0,4,4,0,False,False,1,0,False,True,3,0
URL_00756,39dg5rifwr.info,142,False,False,29,1,13,16,4,False,False,3,7,False,True,48,1
URL_00757,1jlmfluo.com,81,True,False,55,1,11,10,3,True,True,0,4,True,False,45,1
URL_00758,apple.com,51,True,True,602,0,2,3,1,False,True,0,0,False,True,1,0
URL_00759,12tlxlzs49c.net,92,False,False,17,2,14,19,4,True,True,4,8,True,False,55,1
URL_00760,twitter.com,25,True,True,4095,1,1,4,0,False,False,0,0,False,True,3,0
URL_00761,microsoft.com,27,True,True,839,0,4,5,0,False,False,0,0,False,True,1,0
URL_00762,twitter.com,37,True,True,3828,0,1,8,0,False,False,0,0,False,True,3,0
URL_00763,amazon.com,49,True,True,4776,1,3,5,0,True,False,0,0,False,True,0,0
URL_00764,f0fp8bpg.cf,66,False,False,114,1,11,14,4,True,True,2,8,True,True,69,1
URL_00765,github.com,48,True,True,2535,0,4,7,1,False,False,1,0,False,True,0,0
URL_00766,amazon.com,26,True,True,3323,0,1,8,1,False,False,1,0,True,True,1,0
URL_00767,stackoverflow.com,37,True,True,4612,0,2,6,1,False,False,0,0,False,True,0,0
URL_00768,twitter.com,21,False,False,3766,0,3,3,0,False,False,0,0,False,True,1,0
URL_00769,twitter.com,42,True,True,2876,1,3,3,1,False,False,1,0,False,True,1,0
URL_00770,google.com,40,False,False,949,0,2,4,1,False,True,0,0,False,True,1,0
URL_00771,apple.com,30,True,True,1298,0,3,4,2,False,False,1,0,False,True,0,0
URL_00772,pk7yswnxf.cf,93,True,False,134,1,17,22,6,True,True,2,2,False,False,52,1
URL_00773,facebook.com,25,True,True,4061,0,1,9,0,False,False,0,0,False,True,1,0
URL_00774,youtube.com,44,True,True,3580,1,3,7,0,False,False,0,0,False,True,3,0
URL_00775,linkedin.com,38,True,True,1734,0,1,1,0,False,True,0,0,False,True,4,0
URL_00776,stackoverflow.com,49,True,True,1057,1,3,3,1,False,False,0,0,False,True,1,0
URL_00777,youtube.com,21,True,True,1408,2,2,5,1,False,True,1,0,False,True,0,0
URL_00778,apple.com,36,False,False,4441,0,2,3,0,False,False,0,0,False,True,0,0
URL_00779,q77z4es3aofc9lg.net,71,True,False,3,3,19,14,10,True,False,7,2,True,True,56,1
URL_00780,stackoverflow.com,45,False,False,1580,0,1,7,0,False,False,0,0,False,True,0,0
URL_00781,lcqfmuiw7j35vlw.ml,82,False,False,130,3,9,15,4,False,True,6,5,True,True,45,1
URL_00782,apple.com,23,False,False,1898,0,3,3,0,False,False,1,0,False,True,2,0
URL_00783,cf0kjd2v1l1.xyz,72,False,False,9,4,12,13,2,False,True,5,5,True,False,60,1
URL_00784,youtube.com,52,True,True,1001,0,2,5,1,False,False,0,0,False,True,3,0
URL_00785,github.com,28,True,True,736,1,2,5,0,False,False,1,0,False,True,2,0
URL_00786,facebook.com,20,True,True,3460,0,2,3,0,False,False,0,0,False,True,2,0
URL_00787,aih7wfrac8.org,72,True,False,135,4,14,15,3,False,False,1,4,False,False,57,1
URL_00788,stackoverflow.com,52,True,True,3448,0,3,4,2,False,False,0,0,False,True,2,0
URL_00789,github.com,22,True,True,3519,0,2,5,0,False,False,1,0,False,True,1,0
URL_00790,xlseunnrlst548.xyz,102,False,False,105,0,13,20,2,True,False,2,7,False,False,65,1
URL_00791,amazon.com,28,True,True,797,1,3,8,1,False,True,0,0,False,True,1,0
URL_00792,twitter.com,36,True,True,2850,0,4,4,1,False,False,0,0,False,True,3,0
URL_00793,stackoverflow.com,31,True,True,1921,1,3,9,0,False,False,1,0,False,True,4,0
URL_00794,github.com,32,False,False,3266,2,1,5,0,False,False,0,0,False,True,0,0
URL_00795,zje6xg541mpw57g.tk,123,False,False,107,4,6,16,3,True,True,1,6,True,True,35,1
URL_00796,amazon.com,42,True,True,3324,1,3,1,1,False,True,1,0,False,True,0,0
URL_00797,google.com,31,True,True,1965,0,2,4,0,False,True,1,0,False,True,1,0
URL_00798,psaldnj7vbj.ga,89,False,False,22,2,19,19,2,True,False,6,5,True,False,43,1
URL_00799,twitter.com,35,True,True,3963,0,1,3,2,False,True,0,0,False,True,0,0
URL_00800,9zjcubzq.ga,73,True,False,49,2,16,17,3,True,True,2,5,True,False,45,1
URL_00801,g0xtdnwzzg4c4ep.com,123,False,False,47,6,6,10,2,True,True,3,13,True,True,37,1
URL_00802,linkedin.com,43,False,False,1605,0,3,5,0,False,False,0,0,False,True,0,0
URL_00803,4j4x0ly66.org,63,True,False,38,1,13,9,1,False,True,3,7,True,False,61,1
URL_00804,youtube.com,43,True,True,3075,1,4,7,0,False,False,0,0,False,True,4,0
URL_00805,linkedin.com,46,True,True,4158,0,2,8,2,False,False,0,0,True,True,0,0
URL_00806,7o4yc3s0.net,119,False,False,100,2,10,16,3,True,True,6,3,True,True,52,1
URL_00807,pjhsg04ajm.tk,100,True,True,156,0,6,15,2,True,True,4,6,True,False,57,1
URL_00808,github.com,25,False,False,3954,0,4,4,0,True,False,0,0,False,True,1,0
URL_00809,uqed0gv81.com,89,True,False,58,4,8,12,6,True,True,3,9,True,True,55,1
URL_00810,facebook.com,32,True,True,3265,2,2,6,0,False,False,2,0,False,True,1,0
URL_00811,linkedin.com,39,True,True,1110,0,1,4,0,True,True,0,0,False,True,3,0
URL_00812,c0i4x6g1ebzgfli.info,60,False,False,160,2,19,16,2,False,True,4,5,False,False,41,1
URL_00813,apple.com,56,True,True,1734,0,2,5,1,False,False,0,0,False,True,1,0
URL_00814,gkzjrumxqw3.com,135,False,False,170,2,8,12,2,True,True,3,6,True,True,57,1
URL_00815,fu9pxykm8t0jsh.info,95,False,False,3,4,11,15,7,True,True,3,8,True,False,41,1
URL_00816,j7swrqlux6ldm6f.ga,105,False,False,154,2,13,10,0,True,False,3,8,True,True,39,1
URL_00817,m6gmft1pwvz0r.info,135,False,False,176,2,5,11,3,True,True,4,6,True,False,64,1
URL_00818,0vrob7i77dpj.ml,73,False,False,95,3,7,12,2,True,True,5,5,True,False,44,1
URL_00819,youtube.com,41,True,True,983,0,2,7,0,False,False,0,0,False,True,0,0
URL_00820,google.com,50,True,True,1701,0,4,4,0,True,False,1,0,False,True,3,0
URL_00821,s7587h91el.com,88,False,False,132,1,19,24,7,False,True,3,3,True,False,41,1
URL_00822,l12qfaf5k.net,87,False,False,73,0,13,18,4,True,False,5,5,True,False,51,1
URL_00823,amazon.com,58,True,True,2162,0,1,3,1,False,True,1,0,False,True,1,0
URL_00824,4p0ft1afdto.info,124,False,False,56,2,13,10,2,True,False,5,2,True,True,45,1
URL_00825,github.com,57,True,True,4178,0,3,4,0,False,False,0,0,False,True,0,0
URL_00826,3z1de1e1630poc.ga,119,True,True,8,2,12,9,4,True,True,2,6,False,True,44,1
URL_00827,youtube.com,57,True,True,1339,0,3,5,1,False,False,1,0,False,True,1,0
URL_00828,google.com,43,True,True,4685,0,1,6,0,False,True,1,0,False,True,0,0
URL_00829,5ginsavocir.com,106,False,False,6,3,8,11,4,True,False,5,7,False,True,47,1
URL_00830,kdngflyrj8g.ml,136,False,False,145,3,18,12,3,False,False,4,7,False,True,43,1
URL_00831,stackoverflow.com,34,True,True,1223,1,3,4,1,False,False,0,0,False,True,0,0
URL_00832,microsoft.com,31,True,True,4814,0,3,4,0,False,True,2,0,False,True,1,0
URL_00833,github.com,52,True,True,1302,0,3,1,1,False,False,0,0,False,True,1,0
URL_00834,microsoft.com,52,True,True,3623,2,2,8,3,False,False,0,0,False,True,0,0
URL_00835,linkedin.com,53,True,True,629,0,3,9,1,False,False,0,0,False,True,2,0
URL_00836,microsoft.com,42,True,True,4999,1,3,2,2,False,False,1,0,False,True,1,0
URL_00837,twitter.com,34,False,False,3247,0,2,3,1,False,False,0,0,False,True,3,0
URL_00838,fesyaxyp.com,124,False,False,91,2,8,14,5,True,False,3,6,False,True,40,1
URL_00839,apple.com,28,True,True,3389,0,2,5,0,False,False,1,0,False,True,1,0
URL_00840,twitter.com,48,True,True,3802,0,3,2,0,False,False,1,0,False,True,0,0
URL_00841,apple.com,59,True,True,4465,1,3,4,1,False,False,0,0,True,True,3,0
URL_00842,microsoft.com,50,True,True,2725,1,3,2,3,False,False,3,0,False,True,2,0
URL_00843,youtube.com,53,False,False,4652,0,3,6,0,False,False,0,0,False,True,0,0
URL_00844,s2z48egp15ca8zj.cf,76,True,False,105,4,16,18,4,False,False,3,5,True,False,51,1
URL_00845,pqb5qbvnpy1ajkp.ga,92,False,False,118,1,6,17,4,True,True,2,2,False,False,39,1
URL_00846,linkedin.com,44,False,False,1441,0,1,8,2,False,False,0,0,True,True,2,0
URL_00847,apple.com,59,True,True,372,1,1,6,3,False,False,0,0,False,True,0,0
URL_00848,google.com,48,True,True,3387,1,3,4,1,False,False,0,0,False,True,1,0
URL_00849,youtube.com,51,True,True,4897,0,1,2,1,False,True,0,0,False,True,2,0
URL_00850,microsoft.com,47,True,True,746,1,4,4,1,False,False,0,0,False,True,1,0
URL_00851,linkedin.com,49,False,False,1412,0,1,3,2,False,False,0,0,False,True,1,0
URL_00852,google.com,32,True,True,3514,2,4,1,1,True,False,0,0,False,True,3,0
URL_00853,idd0wpj8yi340s.ga,102,False,False,154,1,16,10,5,False,True,4,6,True,False,45,1
URL_00854,google.com,22,True,True,2868,0,4,2,0,False,False,1,0,False,True,1,0
URL_00855,microsoft.com,28,True,True,1633,0,4,6,1,False,False,0,0,False,True,2,0
URL_00856,linkedin.com,55,True,True,956,1,3,7,2,False,True,0,0,False,True,1,0
URL_00857,bv03ds0mwkog0.net,115,False,False,97,1,6,16,4,True,True,4,5,True,True,41,1
URL_00858,twitter.com,58,False,False,4885,1,1,1,1,False,False,0,0,False,True,1,0
URL_00859,microsoft.com,38,True,True,4653,0,4,2,0,False,True,1,0,False,True,1,0
URL_00860,facebook.com,45,True,True,4098,0,3,4,2,False,False,0,0,True,True,3,0
URL_00861,youtube.com,57,True,True,4626,1,3,7,2,False,True,0,0,False,True,3,0
URL_00862,9wt2ybuh7jyg.cf,148,False,False,147,4,12,21,3,True,True,2,5,True,False,37,1
URL_00863,google.com,46,True,True,2273,2,1,6,0,False,True,1,0,False,True,1,0
URL_00864,youtube.com,40,True,True,2710,0,2,4,0,False,False,1,0,False,True,2,0
URL_00865,twitter.com,34,True,False,1702,0,2,8,2,False,False,0,0,False,True,2,0
URL_00866,amazon.com,44,False,False,3369,1,3,7,0,False,False,0,0,False,True,1,0
URL_00867,apple.com,25,True,True,4412,0,4,4,0,False,False,0,0,False,True,1,0
URL_00868,apple.com,41,True,True,3312,2,2,2,0,False,False,1,0,False,True,3,0
URL_00869,oaoejv9l.info,130,False,False,32,2,11,19,3,False,True,6,3,False,False,40,1
URL_00870,facebook.com,34,True,True,2048,0,3,4,1,False,False,0,0,False,True,1,0
URL_00871,zhw0vqpv.cf,118,False,False,92,5,7,10,1,True,True,2,5,True,False,50,1
URL_00872,twitter.com,39,True,True,4960,0,2,8,0,False,False,0,0,False,True,1,0
URL_00873,github.com,49,True,True,2756,0,3,5,4,True,False,2,0,False,True,2,0
URL_00874,ml3f4rtg.ml,61,False,False,147,2,15,20,4,False,True,3,3,False,True,52,1
URL_00875,apple.com,27,True,True,3555,0,2,3,0,False,False,2,0,False,True,2,0
URL_00876,twitter.com,32,True,True,2141,0,1,6,0,False,False,0,0,False,True,2,0
URL_00877,xucr9c0t.xyz,130,False,False,56,2,16,14,1,True,True,3,8,True,True,49,1
URL_00878,apple.com,54,True,True,1151,1,4,7,0,False,True,1,0,False,True,0,0
URL_00879,linkedin.com,22,True,True,3975,0,3,7,1,False,False,0,0,False,True,1,0
URL_00880,github.com,36,True,True,3053,0,1,3,2,False,False,0,0,False,True,1,0
URL_00881,bwgmp9a9uri7ev4.net,100,True,False,39,0,7,14,4,True,True,7,9,True,False,65,1
URL_00882,h9ugf10oo1pvln.net,142,False,False,42,2,5,20,3,True,False,6,3,True,False,42,1
URL_00883,stio1k7f5oa31.org,141,False,False,171,3,13,18,4,False,True,6,1,True,True,52,1
URL_00884,nx9owwew9.ml,122,False,False,178,0,14,15,4,True,False,3,5,True,False,43,1
URL_00885,google.com,34,True,True,1685,1,3,6,1,False,True,1,0,False,True,1,0
URL_00886,vfwy8av2osg6q.info,130,True,False,73,1,5,12,4,True,True,2,7,True,False,45,1
URL_00887,qzhecbuqyp.info,125,False,False,73,1,13,19,6,True,True,1,4,True,False,46,1
URL_00888,amazon.com,25,True,True,1090,0,1,5,2,False,False,0,0,False,True,0,0
URL_00889,sevl7fq8aby595c.ml,104,False,False,30,1,10,14,4,True,True,2,1,True,False,41,1
URL_00890,apple.com,44,True,True,1905,0,4,5,0,False,True,1,0,False,True,0,0
URL_00891,zv9zp3c33.com,143,True,False,140,2,18,18,2,True,False,2,8,True,False,55,1
URL_00892,linkedin.com,42,False,False,1619,1,3,4,1,False,False,0,0,False,True,1,0
URL_00893,zsxpefj31egom6.ga,121,False,False,156,2,9,15,3,False,True,6,9,True,False,46,1
URL_00894,facebook.com,39,False,False,596,0,2,6,0,False,False,2,0,False,True,0,0
URL_00895,dxc6rijkq2zu.com,104,True,False,50,2,9,10,3,False,True,3,2,False,False,49,1
URL_00896,amazon.com,53,True,True,599,0,4,7,1,False,False,1,0,False,True,3,0
URL_00897,amazon.com,33,True,True,775,0,4,4,0,False,False,1,0,False,True,1,0
URL_00898,stackoverflow.com,50,True,True,2670,0,1,3,1,True,True,0,0,False,True,0,0
URL_00899,a5uzlzukzyf2.org,71,False,False,91,0,7,14,2,True,True,10,6,True,True,47,1
URL_00900,v4ji4ufans.cf,66,False,False,28,1,14,15,2,False,False,3,5,True,False,54,1
URL_00901,r69xvssn7x5rrn.net,109,False,False,146,2,15,18,2,False,True,1,3,True,True,52,1
URL_00902,ihfv0ehruwa03.cf,119,False,False,155,4,15,20,1,False,True,2,9,False,True,41,1
URL_00903,0nbw8sj84tc.com,85,False,False,128,2,18,14,4,False,True,3,6,True,True,48,1
URL_00904,github.com,45,True,True,2533,0,4,2,0,False,False,1,0,False,False,0,0
URL_00905,youtube.com,44,True,True,3752,0,4,5,0,False,False,1,0,False,True,2,0
URL_00906,i2g74izg9jj.info,95,True,False,91,2,12,17,3,True,False,4,6,True,False,64,1
URL_00907,6ekhi1rd5.com,129,False,False,84,4,10,12,5,False,False,3,4,True,False,63,1
URL_00908,linkedin.com,28,False,False,2092,0,3,6,1,False,False,0,0,False,True,1,0
URL_00909,hedhthruu.net,121,False,False,51,1,8,17,0,False,True,4,3,True,False,43,1
URL_00910,1h3wqa1vrgss8k5.info,77,False,False,69,1,6,13,2,False,True,5,5,True,False,47,1
URL_00911,julp98rl9qfcp.xyz,72,True,False,12,3,12,8,0,True,False,7,0,True,False,55,1
URL_00912,microsoft.com,36,True,True,1965,1,1,4,3,False,False,0,0,False,True,1,0
URL_00913,github.com,56,True,True,4864,0,4,5,0,False,True,0,0,False,True,2,0
URL_00914,wtg21hsltdkvu.org,141,False,False,118,3,17,14,2,False,True,5,3,True,False,53,1
URL_00915,linkedin.com,34,True,True,2002,0,3,4,0,False,False,2,0,False,True,1,0
URL_00916,amazon.com,47,True,True,4841,0,2,7,2,False,False,1,0,False,True,0,0
URL_00917,facebook.com,21,True,True,638,1,2,6,0,False,True,0,0,False,True,1,0
URL_00918,twitter.com,55,False,False,1188,0,1,3,1,False,False,0,0,False,True,1,0
URL_00919,4vf89x22j7.ga,147,False,False,161,0,11,13,3,False,True,3,4,True,False,47,1
URL_00920,nl03llu1a7bo.org,74,False,False,177,2,6,18,2,True,False,5,4,True,True,43,1
URL_00921,github.com,35,True,True,3715,1,4,4,2,False,False,0,0,False,True,1,0
URL_00922,azhzknl2luhh.cf,87,True,False,147,2,9,15,4,False,True,4,8,True,False,45,1
URL_00923,4dilrzq8bxy6rkv.ml,102,True,False,60,2,17,18,2,True,True,4,10,False,False,47,1
URL_00924,google.com,36,True,True,2635,1,4,4,1,False,False,0,0,False,True,1,0
URL_00925,microsoft.com,52,True,True,3756,1,3,7,0,False,False,2,0,False,True,0,0
URL_00926,google.com,37,False,False,1063,1,4,7,1,False,False,0,0,False,True,0,0
URL_00927,jn7de0l1offkh.net,97,False,False,126,2,11,11,3,True,True,5,5,True,True,40,1
URL_00928,iu1jtka1c2zl46q.info,126,False,False,76,2,17,13,1,False,True,6,5,False,True,41,1
URL_00929,amazon.com,28,True,True,1352,0,2,7,0,False,False,0,0,False,True,2,0
URL_00930,qqlyzj0aeoorb.cf,111,False,False,109,4,6,19,0,False,False,4,3,True,False,44,1
URL_00931,google.com,33,True,False,575,0,3,10,2,False,False,1,0,False,True,3,0
URL_00932,stackoverflow.com,31,True,True,2197,1,1,4,2,False,False,0,0,False,True,1,0
URL_00933,apbs22ruw0u92.cf,89,False,False,163,0,19,11,2,False,True,8,4,True,True,56,1
URL_00934,24d7v911pj.ga,115,True,False,2,1,7,19,0,True,True,5,4,True,True,41,1
URL_00935,amazon.com,27,True,True,824,1,1,7,1,False,False,1,0,False,True,0,0
URL_00936,cxmsy3paua3ai.ml,61,False,False,159,2,10,14,3,False,False,2,8,True,True,61,1
URL_00937,jiylqx1um5.org,82,False,False,66,3,18,16,2,False,True,2,8,False,True,43,1
URL_00938,1hgav42t8ll.info,121,True,False,114,3,11,14,5,True,True,8,1,True,False,42,1
URL_00939,hf9i71a57e8.com,127,True,False,65,4,17,12,4,False,False,2,5,False,True,43,1
URL_00940,54hbph1ve8susfh.ga,74,True,False,120,6,14,16,0,True,True,2,6,True,False,52,1
URL_00941,youtube.com,32,False,False,1594,0,4,9,1,False,False,1,0,False,True,0,0
URL_00942,0lg92mjeqa2o4.tk,121,False,False,119,0,13,15,5,False,False,3,5,False,False,57,1
URL_00943,84p4k9dxoq8jx.tk,105,False,False,154,0,12,20,2,False,True,4,4,True,False,44,1
URL_00944,google.com,58,True,False,2529,1,4,5,0,False,False,0,0,False,True,1,0
URL_00945,4gasfqbvh0.xyz,101,False,False,102,1,15,20,2,True,False,2,6,True,True,47,1
URL_00946,w3pgsf3yn72bh.ml,135,False,False,74,0,12,9,7,True,False,9,5,True,True,42,1
URL_00947,6jl2l5b56bnvs.org,78,False,False,47,1,17,13,3,False,True,4,2,True,True,57,1
URL_00948,a6d9er94t.org,76,True,False,164,2,11,13,5,True,False,7,3,True,False,42,1
URL_00949,youtube.com,23,True,True,1835,1,2,9,0,False,False,3,0,False,True,0,0
URL_00950,google.com,38,False,False,639,0,4,4,1,False,False,0,0,False,True,0,0
URL_00951,r6jlt8ydr3ue.cf,142,True,True,14,1,9,16,4,True,False,3,9,False,True,51,1
URL_00952,2fx0zkwij0.xyz,130,False,False,106,3,14,19,4,True,False,3,3,True,False,42,1
URL_00953,zqvs9j6lnf040.ml,136,False,False,43,0,5,17,3,False,False,4,7,True,False,57,1
URL_00954,google.com,52,True,True,499,0,3,4,2,False,True,0,0,False,True,2,0
URL_00955,facebook.com,54,True,True,3579,1,1,5,2,False,True,0,0,False,True,1,0
URL_00956,amazon.com,44,True,True,570,1,3,3,2,False,False,0,0,False,True,0,0
URL_00957,fb2flurm.ml,140,False,False,48,4,10,15,1,True,True,3,8,True,True,38,1
URL_00958,github.com,49,True,True,3697,0,1,4,1,False,False,2,0,False,True,2,0
URL_00959,qjp0xsm9gm5.cf,71,False,False,21,3,9,13,4,False,False,3,4,True,True,47,1
URL_00960,xymscnx8eiqetk5.xyz,124,False,False,89,1,12,17,1,False,True,2,6,True,True,61,1
URL_00961,github.com,58,False,False,3974,0,1,6,0,False,False,0,0,False,True,0,0
URL_00962,t788g35sfy1h0s.org,97,False,False,47,3,7,19,0,True,True,2,6,True,True,58,1
URL_00963,youtube.com,37,False,False,3128,0,4,9,0,False,False,1,0,False,True,0,0
URL_00964,2ni8tndf.info,85,False,False,148,1,16,10,6,False,True,9,6,True,False,56,1
URL_00965,amazon.com,52,True,True,4355,0,3,3,0,False,False,0,0,False,True,0,0
URL_00966,stackoverflow.com,26,True,True,2615,1,1,5,1,False,False,0,0,False,True,1,0
URL_00967,4k88k686qe7aju.xyz,124,False,False,91,2,11,14,2,False,False,6,1,True,True,51,1
